date,season,year,month,hour,holiday,weekday,workingday,weather_situation,casual,registered,count,days_of_week,category_days,month_name,last_purchase_date,recency
2011-01-02,spring,2011,1,12,No,Minggu,No,Misty,20,73,93,Minggu,weekend,Jan,2011-01-02,729
2011-01-02,spring,2011,1,13,No,Minggu,No,Misty,11,64,75,Minggu,weekend,Jan,2011-01-02,729
2011-01-02,spring,2011,1,14,No,Minggu,No,Light Snow,4,55,59,Minggu,weekend,Jan,2011-01-02,729
2011-01-02,spring,2011,1,15,No,Minggu,No,Light Snow,19,55,74,Minggu,weekend,Jan,2011-01-02,729
2011-01-02,spring,2011,1,16,No,Minggu,No,Light Snow,9,67,76,Minggu,weekend,Jan,2011-01-02,729
2011-01-02,spring,2011,1,17,No,Minggu,No,Clear,7,58,65,Minggu,weekend,Jan,2011-01-02,729
2011-01-02,spring,2011,1,18,No,Minggu,No,Misty,10,43,53,Minggu,weekend,Jan,2011-01-02,729
2011-01-02,spring,2011,1,19,No,Minggu,No,Clear,1,29,30,Minggu,weekend,Jan,2011-01-02,729
2011-01-02,spring,2011,1,20,No,Minggu,No,Clear,5,17,22,Minggu,weekend,Jan,2011-01-02,729
2011-01-02,spring,2011,1,21,No,Minggu,No,Clear,11,20,31,Minggu,weekend,Jan,2011-01-02,729
2011-01-02,spring,2011,1,22,No,Minggu,No,Clear,0,9,9,Minggu,weekend,Jan,2011-01-02,729
2011-01-02,spring,2011,1,23,No,Minggu,No,Clear,0,8,8,Minggu,weekend,Jan,2011-01-02,729
2011-01-03,spring,2011,1,0,No,Senin,Yes,Clear,0,5,5,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,1,No,Senin,Yes,Clear,0,2,2,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,4,No,Senin,Yes,Clear,0,1,1,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,5,No,Senin,Yes,Clear,0,3,3,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,6,No,Senin,Yes,Clear,0,30,30,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,7,No,Senin,Yes,Clear,1,63,64,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,8,No,Senin,Yes,Clear,1,153,154,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,9,No,Senin,Yes,Clear,7,81,88,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,10,No,Senin,Yes,Clear,11,33,44,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,11,No,Senin,Yes,Clear,10,41,51,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,12,No,Senin,Yes,Clear,13,48,61,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,13,No,Senin,Yes,Clear,8,53,61,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,14,No,Senin,Yes,Clear,11,66,77,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,15,No,Senin,Yes,Clear,14,58,72,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,16,No,Senin,Yes,Clear,9,67,76,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,17,No,Senin,Yes,Clear,11,146,157,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,18,No,Senin,Yes,Clear,9,148,157,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,19,No,Senin,Yes,Clear,8,102,110,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,20,No,Senin,Yes,Clear,3,49,52,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,21,No,Senin,Yes,Clear,3,49,52,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,22,No,Senin,Yes,Clear,0,20,20,Senin,weekdays,Jan,2011-01-03,728
2011-01-03,spring,2011,1,23,No,Senin,Yes,Clear,1,11,12,Senin,weekdays,Jan,2011-01-03,728
2011-01-04,spring,2011,1,0,No,Selasa,Yes,Clear,0,5,5,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,1,No,Selasa,Yes,Clear,0,2,2,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,2,No,Selasa,Yes,Clear,0,1,1,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,4,No,Selasa,Yes,Clear,0,2,2,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,5,No,Selasa,Yes,Clear,0,4,4,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,6,No,Selasa,Yes,Clear,0,36,36,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,7,No,Selasa,Yes,Clear,2,92,94,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,8,No,Selasa,Yes,Clear,2,177,179,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,9,No,Selasa,Yes,Clear,2,98,100,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,10,No,Selasa,Yes,Misty,5,37,42,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,11,No,Selasa,Yes,Clear,7,50,57,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,12,No,Selasa,Yes,Clear,12,66,78,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,13,No,Selasa,Yes,Clear,18,79,97,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,14,No,Selasa,Yes,Clear,9,54,63,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,15,No,Selasa,Yes,Clear,17,48,65,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,16,No,Selasa,Yes,Clear,15,68,83,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,17,No,Selasa,Yes,Clear,10,202,212,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,18,No,Selasa,Yes,Clear,3,179,182,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,19,No,Selasa,Yes,Clear,2,110,112,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,20,No,Selasa,Yes,Clear,1,53,54,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,21,No,Selasa,Yes,Clear,0,48,48,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,22,No,Selasa,Yes,Clear,1,34,35,Selasa,weekdays,Jan,2011-01-04,727
2011-01-04,spring,2011,1,23,No,Selasa,Yes,Clear,2,9,11,Selasa,weekdays,Jan,2011-01-04,727
2011-01-05,spring,2011,1,0,No,Rabu,Yes,Clear,0,6,6,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,1,No,Rabu,Yes,Clear,0,6,6,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,2,No,Rabu,Yes,Clear,0,2,2,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,4,No,Rabu,Yes,Clear,0,2,2,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,5,No,Rabu,Yes,Clear,0,3,3,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,6,No,Rabu,Yes,Clear,0,33,33,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,7,No,Rabu,Yes,Clear,1,87,88,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,8,No,Rabu,Yes,Clear,3,192,195,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,9,No,Rabu,Yes,Clear,6,109,115,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,10,No,Rabu,Yes,Clear,4,53,57,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,11,No,Rabu,Yes,Clear,12,34,46,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,12,No,Rabu,Yes,Clear,5,74,79,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,13,No,Rabu,Yes,Clear,6,65,71,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,14,No,Rabu,Yes,Clear,10,52,62,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,15,No,Rabu,Yes,Clear,7,55,62,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,16,No,Rabu,Yes,Clear,4,85,89,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,17,No,Rabu,Yes,Clear,4,186,190,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,18,No,Rabu,Yes,Clear,3,166,169,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,19,No,Rabu,Yes,Clear,5,127,132,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,20,No,Rabu,Yes,Clear,7,82,89,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,21,No,Rabu,Yes,Clear,3,40,43,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,22,No,Rabu,Yes,Clear,1,41,42,Rabu,weekdays,Jan,2011-01-05,726
2011-01-05,spring,2011,1,23,No,Rabu,Yes,Clear,1,18,19,Rabu,weekdays,Jan,2011-01-05,726
2011-01-06,spring,2011,1,0,No,Kamis,Yes,Clear,0,11,11,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,1,No,Kamis,Yes,Clear,0,4,4,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,2,No,Kamis,Yes,Clear,0,2,2,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,4,No,Kamis,Yes,Misty,0,1,1,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,5,No,Kamis,Yes,Misty,0,4,4,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,6,No,Kamis,Yes,Misty,0,36,36,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,7,No,Kamis,Yes,Misty,0,95,95,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,8,No,Kamis,Yes,Clear,3,216,219,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,9,No,Kamis,Yes,Misty,6,116,122,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,10,No,Kamis,Yes,Clear,3,42,45,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,11,No,Kamis,Yes,Clear,2,57,59,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,12,No,Kamis,Yes,Clear,6,78,84,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,13,No,Kamis,Yes,Clear,12,55,67,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,14,No,Kamis,Yes,Clear,11,59,70,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,15,No,Kamis,Yes,Clear,8,54,62,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,16,No,Kamis,Yes,Clear,12,74,86,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,17,No,Kamis,Yes,Clear,9,163,172,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,18,No,Kamis,Yes,Clear,5,158,163,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,19,No,Kamis,Yes,Clear,3,109,112,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,20,No,Kamis,Yes,Clear,3,66,69,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,21,No,Kamis,Yes,Misty,0,48,48,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,22,No,Kamis,Yes,Misty,1,51,52,Kamis,weekdays,Jan,2011-01-06,725
2011-01-06,spring,2011,1,23,No,Kamis,Yes,Misty,4,19,23,Kamis,weekdays,Jan,2011-01-06,725
2011-01-07,spring,2011,1,0,No,Jumat,Yes,Misty,4,13,17,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,1,No,Jumat,Yes,Misty,2,5,7,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,2,No,Jumat,Yes,Misty,0,1,1,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,4,No,Jumat,Yes,Misty,0,1,1,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,5,No,Jumat,Yes,Light Snow,0,5,5,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,6,No,Jumat,Yes,Misty,8,26,34,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,7,No,Jumat,Yes,Clear,8,76,84,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,8,No,Jumat,Yes,Clear,20,190,210,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,9,No,Jumat,Yes,Clear,9,125,134,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,10,No,Jumat,Yes,Clear,16,47,63,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,11,No,Jumat,Yes,Misty,19,48,67,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,12,No,Jumat,Yes,Misty,9,50,59,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,13,No,Jumat,Yes,Misty,9,64,73,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,14,No,Jumat,Yes,Misty,7,43,50,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,15,No,Jumat,Yes,Misty,9,63,72,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,16,No,Jumat,Yes,Misty,5,82,87,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,17,No,Jumat,Yes,Misty,9,178,187,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,18,No,Jumat,Yes,Clear,7,116,123,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,19,No,Jumat,Yes,Clear,3,92,95,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,20,No,Jumat,Yes,Clear,1,50,51,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,21,No,Jumat,Yes,Clear,0,39,39,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,22,No,Jumat,Yes,Misty,2,34,36,Jumat,weekdays,Jan,2011-01-07,724
2011-01-07,spring,2011,1,23,No,Jumat,Yes,Misty,1,14,15,Jumat,weekdays,Jan,2011-01-07,724
2011-01-08,spring,2011,1,0,No,Sabtu,No,Misty,1,24,25,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,1,No,Sabtu,No,Misty,1,15,16,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,2,No,Sabtu,No,Misty,3,13,16,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,3,No,Sabtu,No,Light Snow,0,7,7,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,4,No,Sabtu,No,Light Snow,0,1,1,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,5,No,Sabtu,No,Misty,0,5,5,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,6,No,Sabtu,No,Misty,0,2,2,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,7,No,Sabtu,No,Misty,1,8,9,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,8,No,Sabtu,No,Light Snow,0,15,15,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,9,No,Sabtu,No,Light Snow,0,20,20,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,10,No,Sabtu,No,Misty,5,56,61,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,11,No,Sabtu,No,Misty,2,60,62,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,12,No,Sabtu,No,Misty,8,90,98,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,13,No,Sabtu,No,Clear,7,95,102,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,14,No,Sabtu,No,Clear,12,83,95,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,15,No,Sabtu,No,Clear,5,69,74,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,16,No,Sabtu,No,Clear,8,68,76,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,17,No,Sabtu,No,Clear,5,64,69,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,18,No,Sabtu,No,Clear,3,52,55,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,19,No,Sabtu,No,Clear,4,26,30,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,20,No,Sabtu,No,Clear,0,28,28,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,21,No,Sabtu,No,Clear,2,35,37,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,22,No,Sabtu,No,Clear,1,33,34,Sabtu,weekend,Jan,2011-01-08,723
2011-01-08,spring,2011,1,23,No,Sabtu,No,Clear,0,22,22,Sabtu,weekend,Jan,2011-01-08,723
2011-01-09,spring,2011,1,0,No,Minggu,No,Clear,1,24,25,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,1,No,Minggu,No,Clear,0,12,12,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,2,No,Minggu,No,Clear,0,11,11,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,3,No,Minggu,No,Clear,0,4,4,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,4,No,Minggu,No,Clear,0,1,1,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,5,No,Minggu,No,Clear,0,1,1,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,6,No,Minggu,No,Clear,0,1,1,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,7,No,Minggu,No,Clear,1,5,6,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,8,No,Minggu,No,Clear,0,10,10,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,9,No,Minggu,No,Clear,0,19,19,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,10,No,Minggu,No,Clear,0,49,49,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,11,No,Minggu,No,Clear,2,47,49,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,12,No,Minggu,No,Clear,4,79,83,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,13,No,Minggu,No,Clear,6,69,75,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,14,No,Minggu,No,Clear,8,64,72,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,15,No,Minggu,No,Clear,5,77,82,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,16,No,Minggu,No,Clear,13,79,92,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,17,No,Minggu,No,Clear,3,59,62,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,18,No,Minggu,No,Clear,4,44,48,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,19,No,Minggu,No,Clear,1,40,41,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,20,No,Minggu,No,Clear,0,38,38,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,21,No,Minggu,No,Clear,1,19,20,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,22,No,Minggu,No,Clear,5,10,15,Minggu,weekend,Jan,2011-01-09,722
2011-01-09,spring,2011,1,23,No,Minggu,No,Clear,0,6,6,Minggu,weekend,Jan,2011-01-09,722
2011-01-10,spring,2011,1,0,No,Senin,Yes,Clear,2,3,5,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,1,No,Senin,Yes,Clear,1,0,1,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,2,No,Senin,Yes,Clear,0,3,3,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,3,No,Senin,Yes,Clear,0,1,1,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,4,No,Senin,Yes,Clear,1,2,3,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,5,No,Senin,Yes,Clear,0,3,3,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,6,No,Senin,Yes,Clear,0,31,31,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,7,No,Senin,Yes,Clear,2,75,77,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,8,No,Senin,Yes,Misty,4,184,188,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,9,No,Senin,Yes,Misty,2,92,94,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,10,No,Senin,Yes,Misty,0,31,31,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,11,No,Senin,Yes,Misty,2,28,30,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,12,No,Senin,Yes,Misty,5,47,52,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,13,No,Senin,Yes,Misty,4,50,54,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,14,No,Senin,Yes,Misty,0,47,47,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,15,No,Senin,Yes,Misty,2,43,45,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,16,No,Senin,Yes,Clear,4,70,74,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,17,No,Senin,Yes,Clear,4,174,178,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,18,No,Senin,Yes,Clear,1,154,155,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,19,No,Senin,Yes,Clear,3,92,95,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,20,No,Senin,Yes,Clear,1,73,74,Senin,weekdays,Jan,2011-01-10,721
2011-01-10,spring,2011,1,21,No,Senin,Yes,Clear,1,37,38,Senin,weekdays,Jan,2011-01-10,721
